SECID,BOARDID,FACEVALUE,PREVLEGALCLOSEPRICE,COUPONVALUE,COUPONPERIOD,COUPONPERCENT,NEXTCOUPON,MATDATE,ACCRUEDINT,LATNAME,YIELD,DURATION,exclude
RU000A10A125,TQCB,1000.0,101.45,39.89,182,8.0,2026-11-09,2034-10-30,9.42,Rosneft 004P-03,4.23,142,True
RU000A10A133,TQCB,1000.0,66.0,11.51,30,14.0,2026-07-04,2029-10-16,0.0,EvroTrans BO-001P-04,0.0,0,True
RU000A10A141,TQCB,1000.0,82.77,20.55,30,25.0,2026-07-04,2029-10-16,13.01,EvroTrans BO-001P-05,42.03,782,True
RU000A10A182,TQCB,1000.0,109.9,0.01,29,0.01,2026-07-17,2029-12-11,0.0,SberIOS 001P-660R 5Y BSKRUS,0.0,0,True
RU000A10A1N4,TQCB,1000.0,100.87,0.0,91,,2026-08-11,2027-11-09,20.16,Alfa-Leasing BO-02,15.83,453,True
RU000A10A1P9,TQCB,1000.0,97.89,59.84,91,24.0,2026-08-11,2028-11-07,27.62,APRI BO-002P-05,34.07,228,True
RU000A10A1W5,TQCB,1000.0,45.25,0.5,1826,0.01,2029-11-27,2029-11-27,0.16,Bank VTB C-1-1343,0.0,0,True
RU000A10A216,TQCB,1000.0,80.0,0.3,1098,0.01,2028-01-31,2028-01-31,0.0,Bank VTB C-1-1348,0.0,0,True
RU000A10A232,TQCB,1000.0,69.5,0.4,1462,0.01,2028-12-11,2028-12-11,0.15,Bank VTB C-1-1350,0.0,0,True
RU000A10A349,TQCB,1000.0,100.47,0.0,30,,2026-07-07,2026-11-04,7.23,RusHydro BO-002P-01,15.75,130,True
RU000A10A356,TQCB,1000.0,,0.0,91,,2026-09-21,2030-12-16,0.45,GPB Finance 001P-01P,0.0,0,True
RU000A10A398,TQCB,1000.0,100.22,0.0,30,,2026-07-08,2026-11-05,7.81,SIMPLE 001P-01,18.9,131,True
RU000A10A3C3,TQCB,1000.0,,0.0,30,,2026-07-11,2026-11-08,5.75,Brusnika 002P-03,0.0,0,True
RU000A10A3Q3,TQCB,1000.0,89.1,74.79,91,30.0,2026-08-18,2027-11-16,28.77,ANTERRA-03,48.66,418,True
RU000A10A3W1,TQCB,1000.0,106.5,0.0,30,,2026-07-19,2034-11-04,1.8,Baltic Leasing BO-P14,-0.18,0,True
RU000A10A3Z4,TQCB,1000.0,114.87,20.55,30,25.0,2026-07-13,2029-10-25,6.85,GTLK BO 002P-04,16.03,434,True
RU000A10A414,TQCB,1000.0,101.54,0.0,30,,2026-07-15,2027-11-07,4.27,PCB 1P-06,18.6,398,True
RU000A10A4C1,TQCB,800.0,105.51,18.41,30,28.0,2026-07-14,2029-10-26,5.52,ENERGONICA 001P-05,28.65,515,True
RU000A10A4N8,TQCB,680.0,101.07,10.62,30,19.0,2026-07-15,2027-11-07,2.83,INTERLISING 001P-10,17.58,0,True
RU000A10A4S7,TQCB,1000.0,101.1,13.45,30,,2026-07-15,2029-10-27,3.62,PhosAgro BO-02-01,14.73,143,True
RU000A10A505,TQCB,1000.0,81.35,69.81,91,28.0,2026-08-24,2027-11-22,22.25,Villina 001P-01,73.91,254,True
RU000A10A539,TQCB,10000000.0,,123287.67,30,15.0,2026-07-18,2035-04-02,20547.95,Bank DOM.RF SUB-T2-2,0.0,0,True
RU000A10A554,TQCB,1000.0,98.91,18.08,30,22.0,2026-07-19,2028-12-05,2.41,APRI BO-002P-06,27.66,609,True
RU000A10A5H7,TQCB,1000.0,104.96,0.0,30,,2026-07-20,2027-11-12,1.59,GTLK BO 002P-06,14.7,144,True
RU000A10A620,TQCB,1000.0,91.34,0.0,0,,0000-00-00,2027-10-28,0.0,Sber CIB-CO-968,0.0,0,True
RU000A10A6J1,TQCB,500.0,104.3,11.04,31,26.0,2026-07-10,2026-12-12,4.99,Tomsk Region 34009,14.76,129,True
RU000A10A6N3,TQCB,1000.0,85.52,0.01,31,0.01,2026-07-10,2030-01-09,0.0,SberIOS 001P-662R 5Y AC IMOEX,0.0,0,True
RU000A10A6X2,TQCB,1000.0,97.7,0.1,364,0.01,2026-12-25,2028-01-24,0.0,SberIOS 001P-664R 3Y1M RMFS,0.0,0,True
RU000A10A794,TQCB,100.0,108.2075,5.24,91,21.0,2026-09-02,2028-05-31,12.4269,Avtomoe01-CNY,16.27,498,True
RU000A10A794,TQCB,100.0,108.2075,5.24,91,21.0,2026-09-02,2028-05-31,12.4269,Avtomoe01-CNY,17.01,498,True
RU000A10A7A8,TQCB,1000.0,93.99,74.79,91,30.0,2026-09-01,2027-11-30,17.26,VZVT-01,46.42,334,True
RU000A10A7C4,TQCB,1000.0,102.84,15.21,30,,2026-06-26,2027-11-18,13.68,Evropln1P8,15.53,343,True
RU000A10A7F7,TQCB,1000.0,,0.0,30,,2026-06-26,2026-11-23,11.69,VEB.RF PBO-002P-47,0.0,0,True
RU000A10A7H3,TQCB,1000.0,100.88,13.64,30,,2026-06-26,2026-11-23,12.28,SIBUR Holding 001P-02,10.34,147,True
RU000A10A7N1,TQCB,1000.0,106.0,0.01,32,0.01,2026-07-03,2029-12-24,0.0,SberIOS 001P-666R 5Y BSKRUS,0.0,0,True
RU000A10A7S0,TQCB,1000.0,102.66,0.0,30,,2026-06-27,2027-05-23,13.18,Selectel 001P-05R,15.39,307,True
RU000A10A7W2,TQCB,1000.0,,0.1,365,0.01,2026-12-27,2026-12-27,0.05,ALFA-BANK 001P-20,0.0,0,True
RU000A10A7Y8,TQCB,200000.0,84.84,5100.0,184,5.1,2026-09-28,2035-03-28,176865.34687,RF 12840115V,7.66,2523,True
RU000A10A802,TQCB,200000.0,83.06,5625.0,183,5.625,2026-10-04,2042-04-04,181302.53125,RF 12840117V,7.75,3621,True
RU000A10A828,TQCB,100000.0,95.0,1125.0,365,1.125,2026-11-20,2027-11-20,55775.873628,RF 12978110V,4.87,511,True
RU000A10A836,TQCB,100000.0,71.7601,1850.0,365,1.85,2026-11-20,2032-11-20,91720.830532,RF 12978114V,7.02,2177,True
RU000A10A844,TQCB,200000.0,74.7501,5250.0,182,5.25,2026-06-23,2047-06-23,0.0,RF 12840119V,7.6,4288,True
RU000A10A851,TQCB,200000.0,101.0,4250.0,182,4.25,2026-06-23,2027-06-23,0.0,RF 12840109V,3.36,361,True
RU000A10A869,TQCB,1000.0,115.3,63.75,182,12.75,2026-06-24,2028-06-24,4656.0326,RF 12840111V,3.98,639,True
RU000A10A877,TQCB,200000.0,84.75,5875.0,184,5.875,2026-09-16,2043-09-16,232505.67083,RF 12840118V,7.7,3746,True
RU000A10A893,TQCB,100000.0,66.5,2650.0,365,2.65,2027-05-27,2036-05-27,16499.531452,RF 12978116V,7.72,3113,True
RU000A10A8A6,TQCB,200000.0,99.4,4375.0,184,4.375,2026-09-21,2029-03-21,164217.68229,RF 12840112V,5.56,944,True
RU000A10A8E8,TQCB,0.04,103.5508,0.0,183,7.5,2026-09-30,2030-03-31,0.050798,RF 12840113V,5.51,680,True
RU000A10A8H1,TQCB,1000.0,100.08,18.9,30,23.0,2026-06-28,2026-06-28,15.75,RusHydro BO-002P-04,28.09,5,True
RU000A10A8N9,TQCB,707.27,,10.17,30,17.5,2026-07-17,2032-12-17,2.03,SFO PB Service Finance,0.0,0,True
RU000A10A950,TQCB,1000.0,79.67,0.3,1098,0.01,2027-12-20,2027-12-20,0.0,Bank VTB C-1-1395,0.0,0,True
RU000A10A968,TQCB,1000.0,79.45,0.3,1096,0.01,2027-12-27,2027-12-27,0.0,Bank VTB C-1-1396,0.0,0,True
RU000A10A976,TQCB,1000.0,69.2,0.4,1462,0.01,2028-12-27,2028-12-27,0.0,Bank VTB C-1-1397,0.0,0,True
RU000A10A9A4,TQCB,1000.0,45.58,0.5,1828,0.01,2029-12-19,2029-12-19,0.0,Bank VTB C-1-1400,0.0,0,True
RU000A10A9Z1,TQCB,1000.0,99.52,13.03,30,15.85,2026-07-02,2029-11-13,9.12,Magnit BO-004P-05,15.41,724,True
RU000A10AA10,TQCB,1000.0,106.09,20.55,30,25.0,2026-07-02,2026-11-29,14.38,PSB Lising BO-P01,16.35,150,True
RU000A10AA28,TQCB,1000.0,101.64,0.0,30,,2026-07-02,2027-07-27,10.21,Acron BO-001P-06,15.94,205,True
RU000A10AA44,TQCB,1000.0,105.1,0.1,365,0.01,2026-12-26,2026-12-26,0.05,Gazprombank BO 004P-14,-9.29,0,True
RU000A10AAQ4,TQCB,417.71,103.6,8.87,31,25.0,2026-06-27,2028-12-27,7.72,SFO Split Finance 1 01,13.5,104,True
RU000A10AAU6,TQCB,1000.0,102.22,16.56,31,19.5,2026-06-23,2026-12-12,0.0,MinFin the Amur region 24001,15.04,166,True
RU000A10ABC2,TQCB,700.0,102.25,10.93,30,19.0,2026-07-06,2027-11-28,6.19,Novosibirsk region 34026,15.04,247,True
RU000A10ABH1,TQCB,1000.0,,0.0,30,,2026-07-11,2026-12-08,5.52,Bank VTB B-1-373,0.0,0,True
RU000A10ABK5,TQCB,1646.4,105.39,15.95,91,4.0,2026-09-11,2029-12-07,1.93,Seligdar SILV01,1.54,1188,True
RU000A10AC18,TQCB,1000.0,,36.15,91,14.5,2026-09-14,2032-12-06,3.18,TSG Asacha 001P-01,0.0,0,True
RU000A10AC67,TQCB,1000.0,100.64,17.67,30,21.5,2026-07-18,2028-12-04,2.95,VOXYS-01,21.07,604,True
RU000A10AC75,TQCB,750.0,109.31,16.03,30,26.0,2026-07-20,2027-12-12,1.6,Tomsk Region 34072,15.59,287,True
RU000A10AC91,TQCB,750.0,109.55,14.64,30,23.75,2026-07-10,2027-12-14,6.34,Republic of Bashkortostan34014,14.8,346,True
RU000A10ACF3,TQCB,1000.0,100.5,0.0,30,,2026-07-11,2026-12-08,5.25,VEB.RF PBO-002P-48,15.17,162,True
RU000A10ADC8,TQCB,1000.0,,78.04,182,15.65,2026-08-06,2026-08-06,59.17,VEB.RF PBO-002P-K599,0.0,0,True
RU000A10ADD6,TQCB,1000.0,105.32,23.84,30,29.0,2026-07-11,2027-12-03,9.53,NSKATD-02,19.48,161,True
RU000A10ADJ3,TQCB,700.0,100.52,0.0,30,,2026-07-11,2026-12-08,4.6,Energotekhservice 001P-06,17.82,107,True
RU000A10ADT2,TQCB,339.63,,5.16,30,18.5,2026-07-15,2030-11-15,1.38,SFO Optimum Finance 02,0.0,0,True
RU000A10AEA0,TQCB,1000.0,119.6,0.2,732,0.01,2026-12-28,2026-12-28,0.0,SberIOS 001P-668R 2Y RMFS,0.0,0,True
RU000A10AEB8,TQCB,1000.0,100.89,0.0,30,,2026-07-12,2026-12-09,5.2,RusHydro BO-002P-05,15.48,163,True
RU000A10AEE2,TQCB,1000.0,101.64,0.0,30,,2026-07-12,2027-06-07,6.33,TGK-14 001P-04,21.05,319,True
RU000A10AEF9,TQCB,1000.0,121.35,21.78,30,26.5,2026-07-12,2028-06-01,7.99,TGK-14 001P-03,15.67,573,True
RU000A10AEG7,TQCB,1000.0,101.44,0.0,30,,2026-07-13,2029-11-24,5.62,Poliplast AO P02-BO-01,17.62,168,True
RU000A10AF49,TQCB,1000.0,100.5,0.0,182,,2026-12-18,2027-12-17,1.74,MTS 002P-03,14.68,0,True
RU000A10AFB5,TQCB,1000.0,,0.0,30,,2026-07-16,2027-12-08,3.16,Miratorg Finans 001P-02,0.0,0,True
RU000A10AFQ3,TQCB,1000.0,85.18,48.62,91,19.5,2026-06-23,2027-12-21,0.0,MIRRICO BO-P02,38.05,372,True
RU000A10AFT7,TQCB,1000.0,102.9,0.0,30,,2026-07-17,2026-12-14,3.37,ER-Telekom Holding PBO-02-07,16.26,167,True
RU000A10AFW1,TQCB,1000.0,101.12,0.0,30,,2026-07-17,2026-12-14,2.86,Rosseti Moscow Region BO1P08,14.58,168,True
RU000A10AG22,TQCB,1000.0,102.01,0.0,30,,2026-07-18,2026-12-15,2.67,En+Hydro 001PC-06,16.26,168,True
RU000A10AG30,TQCB,1000.0,128.1,0.1,365,0.01,2027-01-31,2027-01-31,0.04,Gazprombank BO 004P-15,-33.44,222,True
RU000A10AG48,TQCB,1000.0,97.14,19.73,30,24.0,2026-07-18,2029-01-03,3.29,APRI BO-002P-08,30.24,597,True
RU000A10AGA5,TQCB,1000.0,,0.0,90,,2026-09-16,2026-12-15,2.6,INK-Capital 001P-02,0.0,0,True
RU000A10AHA3,TQCB,1000.0,99.7,10.89,30,13.25,2026-07-19,2034-12-04,1.45,X5 FINANSE 003P-07,14.99,366,True
RU000A10AHB1,TQCB,1000.0,100.97,0.0,30,,2026-07-19,2026-12-16,2.3,New Technologies 001P-01,20.66,169,True
RU000A10AHC9,TQCB,1000.0,104.71,20.14,30,24.5,2026-07-19,2034-11-04,2.68,RESO-LEASING BO-P-23,16.28,172,True
RU000A10AHD7,TQCB,1000.0,99.39,16.23,30,19.75,2026-07-19,2027-12-11,2.16,KOKS PJSC 001P-01,1477.93,1,True
RU000A10AHE5,TQCB,1000.0,105.5,22.6,30,27.5,2026-07-19,2026-12-16,3.01,New Technologies 001P-02,23.5,167,True
RU000A10AHJ4,TQCB,1000.0,101.8,0.0,30,,2026-07-20,2026-12-17,1.52,Positive Group 001P-02,15.56,171,True
RU000A10AHM8,TQCB,1000.0,100.15,0.0,31,,2026-07-08,2029-01-23,7.23,SovcmL P08,-18.1,20,True
RU000A10AHN6,TQCB,1000.0,101.65,0.0,31,,2026-07-08,2028-01-17,7.23,Sovcombank Factoring 002P-01,19.57,168,True
RU000A10AHP1,TQCB,1000.0,100.39,0.0,30,,2026-06-30,2026-12-25,10.49,VTB Factoring BO-01,17.7,177,True
RU000A10AHU1,TQCB,1000.0,103.44,27.12,30,33.0,2026-07-21,2029-12-02,1.81,OilRes1P1,37.63,769,True
RU000A10AJD3,TQCB,1000.0,,0.2,738,0.01,2028-03-05,2028-03-05,0.03,SFO BCS Structured Notes 61,0.0,0,True
RU000A10AJQ5,TQCB,1000.0,69.77,0.4,1464,0.01,2029-02-07,2029-02-07,0.0,Bank VTB C-1-1409,0.0,0,True
RU000A10AJR3,TQCB,1000.0,53.26,0.5,1829,0.01,2030-02-14,2030-02-14,0.0,Bank VTB C-1-1410,0.0,0,True
RU000A10AJS1,TQCB,1000.0,86.1,0.0,0,,0000-00-00,2027-06-07,0.0,Sber CIB-CO-EQ-001S-35,0.0,0,True
RU000A10AJU7,TQCB,1000.0,99.3,0.0,0,,0000-00-00,2028-06-23,0.0,Sber CIB-CO-EQ-001S-37,0.0,0,True
RU000A10AJW3,TQCB,1000.0,75.3,0.0,0,,0000-00-00,2028-06-06,0.0,Sber CIB-CO-EQ-001S-39,0.0,0,True
RU000A10AJX1,TQCB,1000.0,74.6,0.0,0,,0000-00-00,2027-06-23,0.0,Sber CIB-CO-EQ-001S-40,0.0,0,True
RU000A10AJY9,TQCB,1000.0,103.1,0.0,0,,0000-00-00,2028-06-27,0.0,Sber CIB-CO-EQ-001S-41,0.0,0,True
RU000A10AK00,TQCB,1000.0,83.5,0.0,0,,0000-00-00,2027-07-07,0.0,Sber CIB-CO-EQ-001S-43,0.0,0,True
RU000A10AK18,TQCB,1000.0,76.49,0.0,0,,0000-00-00,2028-07-04,0.0,Sber CIB-CO-EQ-001S-44,0.0,0,True
RU000A10AK34,TQCB,1000.0,74.98,0.0,0,,0000-00-00,2027-07-22,0.0,Sber CCIB-CO-EQ-001S-46,0.0,0,True
RU000A10AK42,TQCB,1000.0,97.29,0.0,0,,0000-00-00,2026-07-22,0.0,Sber CIB-CO-EQ-001S-47,0.0,0,True
RU000A10AK59,TQCB,1000.0,,0.0,0,,0000-00-00,2027-08-09,0.0,Sber CIB-CO-EQ-001S-48,0.0,0,True
RU000A10AK67,TQCB,1000.0,96.19,0.0,0,,0000-00-00,2028-08-01,0.0,Sber CIB-CO-EQ-001S-49,0.0,0,True
RU000A10AK75,TQCB,1000.0,75.7,0.0,0,,0000-00-00,2027-08-09,0.0,Sber CIB-CO-EQ-001S-50,0.0,0,True
RU000A10AK83,TQCB,1000.0,87.61,0.0,0,,0000-00-00,2028-08-07,0.0,Sber CIB-CO-EQ-001S-51,0.0,0,True
RU000A10AKA7,TQCB,1000.0,82.01,0.0,0,,0000-00-00,2028-07-31,0.0,Sber CIB-CO-EQ-001S-53,0.0,0,True
RU000A10AKC3,TQCB,1000.0,116.0,0.0,0,,0000-00-00,2028-08-21,0.0,Sber CIB-CO-EQ-001S-55,0.0,0,True
RU000A10AKF6,TQCB,1000.0,77.8,0.0,0,,0000-00-00,2027-08-30,0.0,Sber CIB-CO-EQ-001S-58,0.0,0,True
RU000A10AKG4,TQCB,1000.0,84.61,0.0,0,,0000-00-00,2028-08-11,0.0,Sber CIB-CO-EQ-001S-59,0.0,0,True
RU000A10AKH2,TQCB,1000.0,83.41,0.0,0,,0000-00-00,2028-09-04,0.0,Sber CIB-CO-EQ-001S-60,0.0,0,True
RU000A10AKK6,TQCB,1000.0,92.91,0.0,0,,0000-00-00,2027-08-16,0.0,Sber CIB-CO-EQ-001S-62,0.0,0,True
RU000A10AKM2,TQCB,1000.0,87.7,0.0,0,,0000-00-00,2027-09-22,0.0,Sber CIB-CO-EQ-001S-64,0.0,0,True
RU000A10AKN0,TQCB,1000.0,79.92,0.0,0,,0000-00-00,2028-09-11,0.0,Sber CIB-SN-IND-001S-65,0.0,0,True
RU000A10AKP5,TQCB,1000.0,85.5,0.0,0,,0000-00-00,2027-09-29,0.0,Sber CIB-CO-EQ-001S-66,0.0,0,True
RU000A10AKQ3,TQCB,1000.0,85.82,0.0,0,,0000-00-00,2028-09-18,0.0,Sber CIB-SN-IND-001S-67,0.0,0,True
RU000A10AKS9,TQCB,1000.0,3.78,0.0,0,,0000-00-00,2026-09-18,0.0,Sber CIB-CO-EQ-001S-69,0.0,0,True
RU000A10AKT7,TQCB,1000.0,96.98,0.0,0,,0000-00-00,2028-09-22,0.0,Sber CIB-CO-EQ-001S-70,0.0,0,True
RU000A10AKV3,TQCB,1000.0,87.61,0.0,0,,0000-00-00,2027-10-07,0.0,Sber CIB-CO-EQ-001S-72,0.0,0,True
RU000A10AKY7,TQCB,1000.0,102.51,0.0,0,,0000-00-00,2026-10-07,0.0,Sber CIB-CO-EQ-001S-75,0.0,0,True
RU000A10AKZ4,TQCB,1000.0,96.5,0.0,0,,0000-00-00,2027-10-22,0.0,Sber CIB-CO-EQ-001S-76,0.0,0,True
RU000A10AL09,TQCB,1000.0,95.61,0.0,0,,0000-00-00,2027-10-20,0.0,Sber CIB-CO-EQ-001S-77,0.0,0,True
RU000A10AL17,TQCB,1000.0,94.81,0.0,0,,0000-00-00,2027-11-08,0.0,Sber CIB-CO-EQ-001S-78,0.0,0,True
RU000A10AL25,TQCB,1000.0,98.51,0.0,0,,0000-00-00,2028-10-30,0.0,Sber CIB-CO-EQ-001S-79,0.0,0,True
RU000A10ALK4,TQCB,1000.0,90.7,0.0,0,,0000-00-00,2028-05-31,0.0,Sber CIB-CO-IND-001S-95,0.0,0,True
RU000A10ALL2,TQCB,1000.0,106.57,0.0,0,,0000-00-00,2028-06-08,0.0,Sber CIB-CO-IND-001S-96,0.0,0,True
RU000A10ALM0,TQCB,1000.0,104.96,0.0,0,,0000-00-00,2028-07-10,0.0,Sber CIB-CO-IND-001S-97,0.0,0,True
RU000A10ALN8,TQCB,1000.0,106.55,0.0,0,,0000-00-00,2028-06-08,0.0,Sber CIB-CO-IND-001S-98,0.0,0,True
RU000A10ALP3,TQCB,1000.0,106.78,0.0,0,,0000-00-00,2028-07-10,0.0,Sber CIB-CO-IND-001S-99,0.0,0,True
RU000A10ALQ1,TQCB,1000.0,66.1,0.0,0,,0000-00-00,2030-03-04,0.0,Sber CIB-CO-IND-001S-100,0.0,0,True
RU000A10ALR9,TQCB,1000.0,100.01,0.0,0,,0000-00-00,2028-06-28,0.0,Sber CIB-CO-IND-001S-101,0.0,0,True
RU000A10ALS7,TQCB,1000.0,104.81,0.0,0,,0000-00-00,2028-07-10,0.0,Sber CIB-CO-IND-001S-102,0.0,0,True
RU000A10ALT5,TQCB,1000.0,105.85,0.0,0,,0000-00-00,2028-07-10,0.0,Sber CIB-CO-IND-001S-103,0.0,0,True
RU000A10ALU3,TQCB,1000.0,104.59,0.0,0,,0000-00-00,2028-07-10,0.0,Sber CIB-CO-IND-001S-104,0.0,0,True
RU000A10ALV1,TQCB,1000.0,104.31,0.0,0,,0000-00-00,2028-07-10,0.0,Sber CIB-CO-IND-001S-105,0.0,0,True
RU000A10ALW9,TQCB,1000.0,93.65,0.0,0,,0000-00-00,2028-07-31,0.0,Sber CIB-CO-IND-001S-106,0.0,0,True
RU000A10ALX7,TQCB,1000.0,105.72,0.0,0,,0000-00-00,2028-08-08,0.0,Sber CIB-CO-IND-001S-107,0.0,0,True
RU000A10ALY5,TQCB,1000.0,103.32,0.0,0,,0000-00-00,2028-09-08,0.0,Sber CIB-CO-IND-001S-108,0.0,0,True
RU000A10AM08,TQCB,1000.0,103.14,0.0,0,,0000-00-00,2028-09-08,0.0,Sber CIB-CO-IND-001S-110,0.0,0,True
RU000A10AM16,TQCB,1000.0,74.8,0.0,0,,0000-00-00,2030-04-25,0.0,Sber CIB-CO-IND-001S-111,0.0,0,True
RU000A10AM24,TQCB,1000.0,95.4,0.0,0,,0000-00-00,2028-06-05,0.0,Sber CIB-CO-IND-001S-112,0.0,0,True
RU000A10AM32,TQCB,1000.0,98.43,0.0,0,,0000-00-00,2028-08-31,0.0,Sber CIB-CO-IND-001S-113,0.0,0,True
RU000A10AM40,TQCB,1000.0,102.74,0.0,0,,0000-00-00,2028-09-08,0.0,Sber CIB-CO-IND-001S-114,0.0,0,True
RU000A10AM65,TQCB,1000.0,101.93,0.0,0,,0000-00-00,2028-10-09,0.0,Sber CIB-CO-IND-001S-116,0.0,0,True
RU000A10AM73,TQCB,1000.0,95.4,0.0,0,,0000-00-00,2028-09-25,0.0,Sber CIB-CO-IND-001S-117,0.0,0,True
RU000A10AM81,TQCB,1000.0,100.75,0.0,0,,0000-00-00,2028-10-17,0.0,Sber CIB-CO-IND-001S-118,0.0,0,True
RU000A10AM99,TQCB,1000.0,97.84,0.0,0,,0000-00-00,2028-09-26,0.0,Sber CIB-CO-IND-001S-119,0.0,0,True
RU000A10AMA3,TQCB,1000.0,101.66,0.0,0,,0000-00-00,2028-10-09,0.0,Sber CIB-CO-IND-001S-120,0.0,0,True
RU000A10AMB1,TQCB,1000.0,100.67,0.0,0,,0000-00-00,2028-10-09,0.0,Sber CIB-CO-IND-001S-121,0.0,0,True
RU000A10AMC9,TQCB,1000.0,102.41,0.0,0,,0000-00-00,2028-11-09,0.0,Sber CIB-CO-IND-001S-122,0.0,0,True
RU000A10AMD7,TQCB,1000.0,97.99,0.0,0,,0000-00-00,2028-11-17,0.0,Sber CIB-CO-IND-001S-123,0.0,0,True
RU000A10AME5,TQCB,1000.0,97.8,0.0,0,,0000-00-00,2028-10-30,0.0,Sber CIB-CO-IND-001S-124,0.0,0,True
RU000A10AMK2,TQCB,1000.0,79.71,0.1,364,0.01,2027-01-29,2030-02-18,0.0,SberIOS 001P-669R 5Y AC TATN,0.0,0,True
RU000A10AMY3,TQCB,1000.0,108.8,25.48,30,31.0,2026-07-10,2028-01-01,11.04,LKH-01,29.68,449,True
RU000A10AN80,TQCB,1000.0,93.7,0.01,29,0.01,2026-07-17,2030-02-18,0.0,SberIOS 001P-670R 5Y BSKRUS,0.0,0,True
RU000A10AN98,TQCB,1000.0,101.1,0.1,364,0.01,2027-01-29,2030-02-18,0.0,SberIOS 001P-671R 5Y AC SBER,0.0,0,True
RU000A10AND5,TQCB,1000.0,98.3,0.01,32,0.01,2026-07-21,2028-02-16,0.0,SberIOS 001P-672R 3Y BSKRUS,0.0,0,True
RU000A10ANF0,TQCB,1000.0,76.4,0.01,30,0.01,2026-07-03,2030-02-22,0.0,SberIOS 001P-673R 5Y BSKRUS,0.0,0,True
RU000A10ANT1,TQCB,1000.0,86.64,64.82,91,26.0,2026-07-30,2029-07-26,38.47,RDW TECHNOLOGY 1P1,93.43,129,True
RU000A10ANY1,TQCB,1000.0,97.79,0.1,365,0.01,2027-02-28,2027-02-28,0.03,Gazprombank BO 004P-16,3.33,250,True
RU000A10AQC0,TQCB,823.22,,6.71,31,9.6,2026-06-28,2054-10-28,5.63,DOM.RF Mortgage agent BO 1P51,0.0,0,True
RU000A10AQD8,TQCB,633.7,102.9,13.02,30,25.0,2026-07-21,2028-01-12,0.87,BELTI BOP7,25.82,266,True
RU000A10AQE6,TQCB,882.56,99.6,0.0,92,,2026-08-28,2055-11-28,0.0,DOM.RF Mortgage agent BO 1P52,0.0,0,True
RU000A10AQF3,TQCB,1000.0,71.7,0.01,31,0.01,2026-07-16,2030-03-11,0.0,SberIOS 001P-674R 5Y AC LKOH,0.0,0,True
RU000A10AQZ1,TQCB,1000.0,84.9,0.03,92,0.01,2026-09-17,2030-03-06,0.0,SberIOS 001P-675R 5Y BSKRUS,0.0,0,True
RU000A10AR52,TQCB,1000.0,59.13,0.5,1830,0.01,2030-02-22,2030-02-22,0.13,Bank VTB C-1-1421,0.0,0,True
RU000A10AR60,TQCB,1000.0,70.0,0.5,1829,0.01,2030-03-07,2030-03-07,0.13,Bank VTB C-1-1422,0.0,0,True
RU000A10AR78,TQCB,1000.0,78.83,0.3,1098,0.01,2028-03-13,2028-03-13,0.0,Bank VTB C-1-1423,0.0,0,True
RU000A10AR86,TQCB,1000.0,59.7,0.5,1829,0.01,2030-03-14,2030-03-14,0.0,Bank VTB C-1-1424,0.0,0,True
RU000A10AR94,TQCB,1000.0,65.99,0.53,1918,0.01,2030-06-21,2030-06-21,0.0,Bank VTB C-1-1425,0.0,0,True
RU000A10ARK1,TQCB,1000.0,,0.31,1114,0.01,2028-08-22,2028-08-22,0.09,Bank VTB C-1-1435,0.0,0,True
RU000A10ARR6,TQCB,1000.0,98.21,0.0,91,,2026-07-29,2028-01-26,25.67,Pikalevskaya Soda BO-01,17.6,0,True
RU000A10ARZ9,TQCB,1000.0,100.21,16.85,30,,2026-06-24,2029-01-09,16.29,TGC-14 001P-06,19.96,734,True
RU000A10AS02,TQCB,1000.0,111.64,20.34,30,24.75,2026-06-24,2029-01-09,19.66,TGC-14 001P-05,21.65,700,True
RU000A10AS28,TQCB,1000.0,100.67,20.96,30,25.5,2026-07-01,2028-01-22,15.37,Binnopharm Group 001P-04,26.95,42,True
RU000A10AS85,TQCB,1000.0,61.1,0.0,0,,0000-00-00,2030-02-11,0.0,Sber 001P-SBERD4,14.99,1329,True
RU000A10ASA0,TQCB,1000.0,95.94,0.1,364,0.01,2027-02-26,2028-03-24,0.0,SberIOS 001P-677R 3Y1M RMFS,0.0,0,True
RU000A10ASB8,TQCB,1000.0,100.7,17.67,30,21.5,2026-06-25,2026-07-25,16.49,ROSSETI BO 001P-15R,14.54,31,True
RU000A10ASC6,TQCB,900.0,108.69,17.75,30,24.0,2026-06-25,2028-07-14,16.57,Evropln1P9,16.96,340,True
RU000A10ASD4,TQCB,1000.0,101.0,16.85,30,20.5,2026-06-25,2027-01-21,15.73,ROLF BO 001P-06,20.77,199,True
RU000A10ASE2,TQCB,1000.0,104.64,21.37,30,26.0,2026-06-25,2027-01-21,19.95,ROLF 1P07,21.5,196,True
RU000A10ASF9,TQCB,900.0,101.46,21.45,30,29.0,2026-06-28,2027-01-24,17.88,Siberian Glass BO-01,30.25,170,True
RU000A10AST0,TQCB,854.0,105.94,16.68,31,23.0,2026-06-25,2030-12-31,15.61,SVSa,17.14,282,True
RU000A10ASW4,TQCB,1000.0,99.73,0.0,30,,2026-06-29,2027-01-25,11.77,KAMAZ PTC BO-P14,19.7,204,True
